id,year_reported_to_cdp, account_number, organization, city, country, cdp_region, reporting_authority, access, climate_hazard, adaptation_action, action_title, status_of_action, co_benefit_area, action_description_and_implementation_progress, finance_status, total_cost_of_project, total_cost_provided_by_the_local_government, primary_source_fund, web_link, population, population_year, city_location, last_update,,,,,,,,,,,,,,,
4663,2018,59644,"City of Culver City, CA",Culver City,United States of America,North America,CDP Cities,public,Drought,Awareness campaign/education to reduce water use,,Operation,,"Culver City's Public Works Division of Environmental Programs and Operations (EPO) has a long history of providing education in key environmental topics. The City partners with other agencies to host annual workshops and classes for residents and businesses related to water conservation. These include: grey water workshops, smart gardening classes, turf removal and California-friendly landscaping workshops.",,,,,,39395,2016,POINT (-118.4 34.02),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
4664,2019,54305,Rajkot Municipal Corporation,,India,South and West Asia,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Water Scarcity > Drought,Storm water capture systems,Implementation of Storm water drainage system,Implementation,"Disaster preparedness, Disaster Risk Reduction, Enhanced climate change adaptation, Enhanced resilience, Improved access to and quality of mobility services and infrastructure, Improved public health, Improved resource efficiency (e.g. food, water, energy), Improved resource quality (e.g. air, water), Improved resource security (e.g. food, water, energy), Resource conservation (e.g. soil, water)","Runoff from high intensity rainfall, in the absence of a storm sewer system, drains through the sewer network, causing backflow of sewage into households, posing a health risk and mixed sewer overflows pollute the environment and the water supply network. Rajkot city has planned to implement storm water drainage network with in city limit to mitigate the impacts related to flooding in city.",Finance secured,,,(Sub)national,,1286995,2011,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
4665,2019,54048,City of Knoxville,Knoxville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Storm and wind > Tornado,Hazard resistant infrastructure design and construction,,Scoping,,"The City of Knoxville will begin exploring ways to incentivize underground utilities for new development and as a retrofit for redevelopment.  This action will be implemented to reduce the damages and hazards resulting from tornadoes, high winds, and severe storms.  This is a 3-to-5 year goal.",,,,,,186239,2016,POINT (-83.9207 35.9606),2019-11-29T08:56:56.313,46,,,,,,,,,,,,,,
4666,2019,31179,Gemeente Rotterdam,Rotterdam,Netherlands,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Water Scarcity > Drought,No action currently taken,,,,,,,,,,664373,2019,POINT (4.45093 51.9164),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
4667,2019,59956,Banda Aceh City Government,,Indonesia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Storm and wind > Tropical storm,Tree planting and/or creation of green space,Tree planting in public spaces and offices especially in coastal area of Banda Aceh,Operation,"Disaster Risk Reduction, Ecosystem preservation and biodiversity improvement, Greening the economy, Reduced GHG emissions","Planting trees in coastal areas to reduce the speed of incoming wind from sea breezes. The city of Banda Aceh has been trying to plant many trees (especially sea cypress species) in the coastal areas of Ulee-lheu village, Alue Naga, Deah raya and Gampong Jawa. Every year the Banda Aceh city government targets to plant 1,000 seedlings for reforestation activities.","Feasibility finalized, and finance partially secured",233000000,233000000,Local,http://dlhk3.bandaacehkota.go.id/download/rekapitulasi-data-penghijauan-kota-banda-aceh-tahun-2016-s-d-2018/,259913,2018,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
4668,2019,59167,Municipalidad de Providencia,Providencia,Chile,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Extreme Precipitation > Rain storm,Hazard resistant infrastructure design and construction,Estructuras de contención ante derrumbes,Operation,"Disaster preparedness, Disaster Risk Reduction, Enhanced climate change adaptation, Enhanced resilience, Improved public health","Empresa concesionaria de las obras de construcción de las mejoras del Parque Metropolitano  en el cerro San Cristóbal (en pendiente), poseen la obligación de implementar medidas de contención y minimización del riesgo en puntos estratégicos.",Finance secured,0,0,(Sub)national,,142079,2017,POINT (-70.6092 -33.4313),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
4669,2018,35886,Comune di Torino,Torino,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,River flood,Crisis management including warning and evacuation systems,,Pre-implementation,,"An updating of the civil protection plan is ongoing. The objective is to make the civil protection system more effective in terms of prevention and impact mitigation actions, in informing citizen using new technological facilities, in being prompt when and event is forecasted.",,,,,,884733,2017,POINT (7.668 45.1006),2019-11-29T08:49:03.203,50,,,,,,,,,,,,,,
4670,2019,840370,Upplands-Bro Municipality,Upplands-Bro kommun,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Chemical change > Salt water intrusion,Incorporating climate change into long-term planning documents,,,,"The SGU, Sveriges geologiska undersökning, is used to acknowledge risks in salt water intrusion and forms the basis for how assessment should take place in individual water issues.",,,,,https://www.sgu.se/,28912,2019,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
4671,2019,834374,Tagum City,,Philippines,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Storm and wind > Storm surge,Other: Mangrove Planting,Marine Protected Area Project,Implementation,"Disaster preparedness, Disaster Risk Reduction, Ecosystem preservation and biodiversity improvement, Enhanced climate change adaptation, Enhanced resilience, Improved resource efficiency (e.g. food, water, energy), Improved resource quality (e.g. air, water), Job creation, Resource conservation (e.g. soil, water), Shift to more sustainable behaviours",1. Establishment of mangrove nurseries.2. Establishment of marine protected area station. 3. Encourage the community to actively participate in tree planting activities.4. Provide manpower for the maintenance of the plants within reforestation sites.,Finance secured,1900000,1000000,Local,,259444,2015,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
4672,2019,20113,City of Vancouver,Vancouver,Canada,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Storm and wind > Severe wind,Tree planting and/or creation of green space,Urban Forest Strategy Resilience Actions,Implementation,Ecosystem preservation and biodiversity improvement,"Support implementation and integration across departments of the Urban Forest Strategy Action Plan, especially those actions for climate resilience: Action 14: Update tree selection guidelines to reflect the City’s goals for climate adaptation, rainwater management, food production, biodiversity and reconciliation. Action 8: Double the street tree canopy in the Downtown Eastside, Marpole and False Creek Flats and other priority neighbourhoods with below average urban forest cover. Actions 16 – 19: Plant trees to support green infrastructure and reduce climate change impacts. Action 32: Update integrated pest management policies to address current and future threats to Vancouver’s urban forest. Action 33: Work with Vancouver Fire and Rescue Services to update procedures for preventing, minimizing and controlling wildfire in urban forests.","Feasibility finalized, and finance partially secured",,,Local,https://vancouver.ca/home-property-development/urban-forest-strategy.aspx,642686,2018,POINT (-123.114 49.2612),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
4673,2019,31165,Stadt Heidelberg,Heidelberg,Germany,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Flood and sea level rise > River flood,Flood mapping,Flood hazard maps,Operation,"Disaster preparedness, Disaster Risk Reduction","Based on the flood maps early information of citizens, development of an emergency plan, installation of flexible flood prevention walls, protection of special cultural sites via emergency plans...",Finance secured,,,(Sub)national,https://www.lubw.baden-wuerttemberg.de/klimawandel-und-anpassung/hochwasser,147437,2018,POINT (8.67243 49.3988),2019-11-29T08:56:56.313,38,,,,,,,,,,,,,,
4674,2019,31148,City of Amsterdam,Amsterdam,Netherlands,Europe,"CDP Cities, C40, Global Covenant of Mayors",public,,Diversifying power/energy supply,,Operation,,Solar and wind energy,,,,,,863000,2019,POINT (4.89516 52.3702),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
4675,2019,1184,City of Austin,Austin,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Flood and sea level rise > Flash / surface flood,Community engagement/education,Dove Springs Resilience,Scoping,"Disaster preparedness, Disaster Risk Reduction, Enhanced climate change adaptation, Enhanced resilience, Improved public health, Poverty reduction / eradication, Social community and labour improvements, Social inclusion, social justice",Developing an engagement model with City staff and community partners to increase disaster preparedness outreach to most at-risk populations.,Pre-feasibility study status,,,,,1227000,2017,POINT (-97.7431 30.2672),2019-11-29T08:56:56.313,101,,,,,,,,,,,,,,
4676,2018,63941,"Broward County, FL",Broward,United States of America,North America,CDP Cities,public,Permanent inundation,Resilience and resistance measures for buildings,,Operation,,On February 7th 2017 the Broward County Board of Commissioners approved the future conditions map series (Item 7). This item provides for the creation of a series of maps that will be used to aid in the design of infrastructure to be resilient with anticipated climate change effects. The first map in the series is the Future Conditions Average Wet Season Groundwater Elevation Map . This map will provide the antecedent conditions for new or major modifications to surface water permitted projects.http://www.broward.org/Environment/Engineering/Pages/GroundwaterMaps.aspx,,,,,,1870000,2014,POINT (80.3659 26.1901),2019-11-29T08:49:03.203,107,,,,,,,,,,,,,,
